;url;Population 0-14 ans;Population 15-29 ans;Population 30-44 ans;Population 45-59 ans;Population 60-74 ans;Population 75-89 ans;Population 90 ans et +;Sans diplôme;Brevet des collèges;CAP / BEP;Baccalauréat, brevet professionnel;Bac +2 à Bac +4;Bac +3 ou Bac +4;Bac +5 et plus;Couverture en très haut débit;Taux de chômage;Revenu médian;Taux de création d'entreprises;Prix médian au m2 d'un appartement;Evolution du prix médian au m2 d'un appartement;Prix médian au m2 d'une maison;Evolution du prix médian au m2 d'une maison;Cambriolages;Vols automobiles;Vols de particulier;Violences physiques;Violences sexuelles;Médecin;Dentiste;Infirmier;Pharmacie;Urgences;Crèche;Ecole maternelle;Ecole élementaire;Collège;Lycée;Hypermarché;Supermarché;Epicerie;Station service;Bureau de Poste;Hôtel;Restaurant;Boulangerie;Cinéma;Bibliothèque;Aeroport;Gare SNCF;Voisin 0;Voisin 1;Voisin 2;Voisin 3;Voisin 4;Voisin 5;Voisin 6;Voisin 7;Voisin 8;Voisin 9;Logements vacants;Résidences principales;Résidences secondaires;Propriétaires;Locataires;1 pièce;2 pièces;3 pièces;4 pièces;5 pièces et plus;Crimes et délits;Nom;Code postal;Evolution du nombre d'habitants;Habitants;Densité;Part de maisons;Part d'appartements
403;https://www.villesavivre.fr/mareil-le-guyon-78366;15,9%;19,1%;16,7%;24,1%;17,8%;5,6%;0,8%;9,7%;4,3%;17,3%;19,9%;15,2%;11,9%;21,7%;89,84%;3,16%;33660;12%;Not found!;Not found!;3479;-13,67%;467;474;643;315;67;Montfort-l'Amaury (3 km);Montfort-l'Amaury (3 km);Méré (2,2 km);Villiers-Saint-Frédéric (3,1 km);Trappes (10,3 km);Méré (2,4 km);1;Bazoches-sur-Guyonne (1,4 km);Montfort-l'Amaury (3 km);Villiers-Saint-Frédéric (3 km);Maurepas (5,8 km);Méré (2,5 km);Le Tremblay-sur-Mauldre (2,2 km);Méré (2,3 km);Montfort-l'Amaury (3,4 km);Montfort-l'Amaury (3,5 km);Bazoches-sur-Guyonne (1,6 km);Méré (3 km);Beynes (7,5 km);1;38;Méré (3 km);Vicq à 3,9 km;Jouars-Pontchartrain à 4,1 km;Le Tremblay-sur-Mauldre à 2,1 km;Méré à 2,3 km;Neauphle-le-Vieux à 2,8 km;Villiers-Saint-Frédéric à 4 km;Bazoches-sur-Guyonne à 1,9 km;Les Mesnuls à 4,2 km;Montfort-l'Amaury à 3,8 km;Galluis à 4,4 km;7,7%;90%;2,4%;Not found!;20,3%;0%;4,7%;15,3%;11,9%;68,2%;3925;Mareil-le-Guyon;78490;9,43%;406;102;Not found!;12,6%
404;https://www.villesavivre.fr/flins-neuve-eglise-78237;18,6%;17,3%;14,7%;27,6%;16%;5,8%;0%;18,3%;3,7%;22%;21,1%;13,8%;16,5%;4,6%;100%;6,67%;26280;25%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Bréval (6,5 km);Longnes (3,1 km);Longnes (3,4 km);Dammartin-en-Serve (3,4 km);Mantes-la-Jolie (13,8 km);Dammartin-en-Serve (3,2 km);Mondreville (2,3 km);Tilly (1,2 km);Bréval (6,3 km);Magnanville (11,3 km);Anet (9,3 km);Bréval (7,1 km);Longnes (3,3 km);Longnes (3,6 km);Bréval (6,6 km);La Chaussée-d'Ivry (7,8 km);Tilly (1,3 km);Longnes (1,1 km);Anet (10,8 km);Longnes (3,1 km);60,4;Bréval (6,2 km);Boissets à 3,8 km;Le Mesnil-Simon à 3,1 km;Saint-Ouen-Marchefroy à 5,2 km;Civry-la-Forêt à 4,3 km;Mondreville à 1,9 km;Montchauvet à 3,6 km;Gilles à 4,7 km;Longnes à 3,4 km;Tilly à 1,6 km;Dammartin-en-Serve à 3,7 km;1,4%;82,8%;15,8%;Not found!;1,7%;1,7%;0%;5,1%;25,4%;67,8%;4026;Flins-Neuve-Église;78790;1,28%;158;128;Not found!;1,4%
405;https://www.villesavivre.fr/la-hauteville-78302;13,8%;12,1%;16,1%;28,7%;20,7%;8,6%;0%;7,8%;3,1%;15,6%;23,4%;13,3%;9,4%;27,3%;95,55%;8,65%;35240;25%;Not found!;Not found!;4400;+10,61%;501;595;511;384;56;Condé-sur-Vesgre (4,7 km);Nogent-le-Roi (9,2 km);Condé-sur-Vesgre (4,5 km);Gambais (8,4 km);Rambouillet (15,8 km);La Boissière-École (2,8 km);1;1;Houdan (9,6 km);La Queue-les-Yvelines (15,8 km);Maulette (9,6 km);Nogent-le-Roi (9,1 km);La Boissière-École (2,8 km);Lormaye (8,9 km);Nogent-le-Roi (9,4 km);Coulombs (8,2 km);La Boissière-École (2,1 km);Faverolles (4 km);Épernon (11,7 km);La Boissière-École (3,1 km);54;Houdan (10,3 km);Le Tartre-Gaudran à 1,9 km;Faverolles à 4,1 km;Bourdonné à 5,9 km;Mittainville à 4,7 km;Adainville à 3,1 km;La Boissière-École à 3,4 km;Condé-sur-Vesgre à 4,6 km;Grandchamp à 1,9 km;Boutigny-Prouais à 5,4 km;Les Pinthières à 3,9 km;9,3%;54%;36,7%;Not found!;8,6%;0%;3,9%;5,3%;18,4%;72,4%;4026;La Hauteville;78113;-8,43%;163;34;Not found!;0,7%
406;https://www.villesavivre.fr/livilliers-95341;19,2%;13,8%;20,8%;20,3%;17,1%;8,3%;0,5%;19,6%;4,7%;27,3%;12,1%;13,8%;11,8%;10,7%;99,49%;3,72%;31230;11,5%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Ennery (2,7 km);Osny (3,1 km);Hérouville-en-Vexin (2,7 km);Osny (2,7 km);Osny (3,2 km);Ennery (2,6 km);Hérouville-en-Vexin (2,7 km);1;Pontoise (4,6 km);Osny (3,3 km);Osny (2,8 km);Osny (2,6 km);Ennery (3 km);Génicourt (2,8 km);Osny (3,7 km);Ennery (4,5 km);Génicourt (2,2 km);Osny (2,6 km);Pontoise (5,7 km);Génicourt (2,5 km);29,9;Auvers-sur-Oise (4,9 km);Grisy-les-Plâtres à 5 km;Génicourt à 2,5 km;Labbeville à 4,8 km;Auvers-sur-Oise à 4,9 km;Ennery à 2,7 km;Épiais-Rhus à 3 km;Hérouville-en-Vexin à 2,5 km;Boissy-l'Aillerie à 4,9 km;Osny à 4,2 km;Vallangoujard à 3,8 km;7,2%;89,8%;3,1%;Not found!;17,6%;1,9%;4,5%;12,8%;20%;60,8%;4303;Livilliers;95300;-0,78%;384;59;Not found!;16,8%
407;https://www.villesavivre.fr/drocourt-78202;22,6%;14,1%;21,6%;21,7%;14,6%;5%;0,4%;17,4%;4,8%;33,2%;22,9%;9,7%;6,3%;5,8%;89,32%;4,18%;25250;7%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Vétheuil (4,8 km);Limay (6,3 km);1;Vétheuil (5 km);Mantes-la-Jolie (9 km);Aincourt (2,9 km);1;1;Limay (5,7 km);Limay (7,4 km);Limay (7 km);Guitrancourt (6,9 km);Fontenay-Saint-Père (3,3 km);Limay (6,8 km);Vétheuil (5 km);Mantes-la-Jolie (7,1 km);4;2;Mantes-la-Jolie (8,2 km);1;49,9;Limay (7,7 km);Vienne-en-Arthies à 3,7 km;Saint-Cyr-en-Arthies à 2,1 km;Fontenay-Saint-Père à 2,8 km;Sailly à 2,1 km;Aincourt à 2,3 km;Vétheuil à 4,6 km;Montalet-le-Bois à 4,5 km;Villers-en-Arthies à 4,7 km;Brueil-en-Vexin à 4,4 km;Lainville-en-Vexin à 3,8 km;3,8%;91,3%;5%;Not found!;20,7%;0,5%;9,6%;11%;23,3%;55,7%;4026;Drocourt;78440;0,36%;557;145;Not found!;16,7%
408;https://www.villesavivre.fr/le-tartre-gaudran-78606;11,1%;13,9%;11,1%;30,6%;25%;8,3%;0%;10,4%;13,8%;31%;20,7%;3,4%;13,8%;6,9%;63,64%;Not found!;Not found!;Not found!;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Coulombs (6,4 km);Nogent-le-Roi (7,4 km);Coulombs (5,2 km);Nogent-le-Roi (7,4 km);Rambouillet (17,2 km);La Boissière-École (3,4 km);La Hauteville (1,3 km);La Hauteville (1,3 km);Nogent-le-Roi (8,7 km);Dreux (17,1 km);Maulette (10,6 km);Nogent-le-Roi (7,3 km);Faverolles (2,2 km);Lormaye (7,1 km);Nogent-le-Roi (7,6 km);Coulombs (6,4 km);La Boissière-École (3,9 km);Faverolles (2,1 km);Épernon (11,5 km);Faverolles (2 km);55,7;Broué (10,4 km);Grandchamp à 2,6 km;Faverolles à 2,2 km;Les Pinthières à 2,4 km;Mittainville à 4,5 km;Senantes à 4,7 km;La Hauteville à 1,9 km;Adainville à 5,1 km;La Boissière-École à 4,8 km;Saint-Laurent-la-Gâtine à 4,7 km;Boutigny-Prouais à 4,9 km;0%;78,9%;21,1%;Not found!;0%;6,7%;6,7%;0%;20%;66,7%;4026;Le Tartre-Gaudran;78113;8,57%;38;9;Not found!;5,3%
409;https://www.villesavivre.fr/gressey-78285;18,7%;14,1%;18,3%;25,9%;16,7%;5,9%;0,4%;14,6%;9,1%;23,1%;19,3%;14,5%;9,8%;9,7%;97,28%;3,99%;30900;21,6%;Not found!;Not found!;2931;-10,5%;501;595;511;384;56;Maulette (4,3 km);Civry-la-Forêt (4 km);Orvilliers (4,2 km);Houdan (4,6 km);Mantes-la-Jolie (19,2 km);Richebourg (2,4 km);1;Saint-Lubin-de-la-Haye (2,9 km);Houdan (4,7 km);La Queue-les-Yvelines (13,6 km);Maulette (5 km);Maulette (5 km);Houdan (3,9 km);Maulette (4,5 km);Houdan (4,4 km);Houdan (4,2 km);2;Richebourg (2,7 km);Anet (12,4 km);1;56,8;Houdan (4 km);Tilly à 5,5 km;Saint-Lubin-de-la-Haye à 3,5 km;Tacoignières à 4,6 km;Orvilliers à 3,8 km;Richebourg à 2,5 km;Bazainville à 5,5 km;Berchères-sur-Vesgre à 3,9 km;Boissets à 3,2 km;Civry-la-Forêt à 3,7 km;Houdan à 3,8 km;5,4%;84,8%;9,8%;Not found!;7,5%;1,7%;4,7%;4,9%;14,8%;74%;4026;Gressey;78550;-0,73%;541;76;Not found!;6,3%
410;https://www.villesavivre.fr/enghien-les-bains-95210;16,3%;18,2%;18,8%;19,9%;15,7%;9,2%;1,9%;11,5%;5,5%;11,4%;16,6%;10,8%;16,4%;27,8%;96,22%;8,83%;30380;16,2%;5376;-3,22%;6069;-9,31%;484;979;1069;759;51;16;15;30;5;Ermont (3,2 km);5;3;3;2;2;Épinay-sur-Seine (1,9 km);3;6;Deuil-la-Barre (0,8 km);1;3;93;13;2;1;9,6;1;Deuil-la-Barre à 1,6 km;Saint-Gratien à 1,5 km;Villetaneuse à 3,3 km;Épinay-sur-Seine à 1,8 km;Montmagny à 3 km;Groslay à 3,8 km;Montmorency à 2,7 km;Margency à 3,7 km;Soisy-sous-Montmorency à 2,1 km;Eaubonne à 3,1 km;9,3%;87,5%;3,1%;Not found!;44,5%;9,3%;23,3%;26,1%;18,7%;22,7%;5934;Enghien-les-Bains;95880;0,75%;11 440;6463;22,2%;Not found!
411;https://www.villesavivre.fr/vemars-95641;22,9%;16,8%;23,3%;20,6%;12,2%;4,1%;0,1%;18,9%;6,2%;22%;20,9%;13,5%;10,6%;7,8%;96,94%;8,03%;25300;33,1%;3627;-3,84%;3593;+8,13%;438;1476;1123;722;257;1;Moussy-le-Neuf (2,6 km);2;1;Gonesse (11,5 km);Saint-Witz (3 km);1;1;Louvres (4,5 km);Saint-Witz (2,9 km);Saint-Witz (4,2 km);Moussy-le-Neuf (2,2 km);1;2;Moussy-le-Neuf (2,7 km);Saint-Witz (3 km);5;2;Fosses (5,2 km);1;6;Louvres (5 km);Épiais-lès-Louvres à 3,8 km;Moussy-le-Vieux à 4,4 km;Marly-la-Ville à 4,7 km;Louvres à 5,2 km;Saint-Witz à 2,7 km;Villeron à 2,4 km;Survilliers à 5,1 km;Mauregard à 3,8 km;Chennevières-lès-Louvres à 2,8 km;Moussy-le-Neuf à 3 km;7,9%;91%;1,2%;Not found!;34,7%;3%;13,3%;12,7%;24,1%;46,9%;6584;Vémars;95470;17,01%;2 848;348;Not found!;31,9%
412;https://www.villesavivre.fr/lainville-en-vexin-78329;20,6%;15,1%;18,9%;24,6%;16,5%;3,7%;0,6%;10,1%;4,3%;26,6%;21,1%;14,5%;10,5%;12,9%;96,4%;5,92%;27570;31,4%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Oinville-sur-Montcient (4,5 km);Oinville-sur-Montcient (4,5 km);Drocourt (3,8 km);Oinville-sur-Montcient (4,1 km);Meulan-en-Yvelines (9,5 km);Oinville-sur-Montcient (4,1 km);1;1;Gargenville (8,1 km);Limay (9,7 km);Limay (9,3 km);Juziers (8,3 km);Avernes (4,6 km);Gargenville (8,2 km);Gargenville (8,2 km);Seraincourt (4,6 km);1;Drocourt (3,8 km);Les Mureaux (10,3 km);1;46,7;Juziers (8,1 km);Jambville à 2,8 km;Brueil-en-Vexin à 4,1 km;Arthies à 3,9 km;Wy-dit-Joli-Village à 3,7 km;Sailly à 2,8 km;Frémainville à 3,9 km;Drocourt à 3,8 km;Aincourt à 3,4 km;Oinville-sur-Montcient à 4,6 km;Montalet-le-Bois à 1,8 km;2,6%;76,6%;20,7%;Not found!;6,2%;0,3%;3,4%;6,5%;15,9%;73,9%;4026;Lainville-en-Vexin;78440;-0,13%;797;104;Not found!;1,3%
413;https://www.villesavivre.fr/berville-95059;22,2%;13,1%;21,3%;23%;15,3%;5,1%;0%;12,4%;5,2%;25,1%;19,9%;15,5%;10,4%;11,6%;100%;5,4%;26970;23,8%;Not found!;Not found!;2562;-0,35%;569;1162;612;339;63;Amblainville (4,2 km);Amblainville (3,5 km);Amblainville (4,2 km);Amblainville (3,9 km);Osny (13,2 km);Haravilliers (3 km);Hénonville (2,2 km);1;Méru (5,8 km);Méru (7,3 km);Méru (5,9 km);Méru (5,4 km);Villeneuve-les-Sablons (4,9 km);Méru (5,9 km);Amblainville (3,8 km);Neuville-Bosc (4,3 km);Arronville (3,3 km);Hénonville (2 km);Méru (6,7 km);Neuville-Bosc (3,4 km);29,4;Méru (6,4 km);Neuville-Bosc à 4,3 km;Haravilliers à 3,1 km;Theuville à 4 km;Hénonville à 2,2 km;Ivry-le-Temple à 5,3 km;Amblainville à 4 km;Villeneuve-les-Sablons à 4,6 km;Arronville à 3,7 km;Menouville à 5 km;Chavençon à 5,7 km;5,5%;92,5%;2,1%;Not found!;18,4%;0%;3%;13,4%;19,3%;64,2%;4303;Berville;95810;4,87%;366;43;Not found!;5,5%
414;https://www.villesavivre.fr/civry-la-foret-78163;16,7%;17,3%;18,2%;25,9%;15,5%;6,3%;0,3%;7,8%;7,7%;27,4%;20,8%;17,2%;11,9%;7,2%;95,11%;5,48%;28470;2,7%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Septeuil (5,5 km);2;Orvilliers (2 km);Dammartin-en-Serve (4,4 km);Mantes-la-Jolie (15,5 km);Richebourg (4,4 km);1;1;Orgerus (6,7 km);Magnanville (12,3 km);Maulette (8,2 km);Septeuil (5,6 km);Orvilliers (2 km);Longnes (6,8 km);Septeuil (5,6 km);Houdan (7,8 km);1;Dammartin-en-Serve (4,3 km);Anet (13,1 km);Orvilliers (1,9 km);56,7;Tacoignières (5,4 km);Richebourg à 4,6 km;Orvilliers à 2,2 km;Prunay-le-Temple à 4,1 km;Courgent à 4,7 km;Flins-Neuve-Église à 4,3 km;Gressey à 3,7 km;Boissets à 2,2 km;Mulcent à 3 km;Tilly à 3,4 km;Montchauvet à 3,1 km;6,2%;87%;6,8%;Not found!;11,8%;0%;5,2%;5,9%;15,5%;73,4%;4026;Civry-la-Forêt;78910;5,62%;357;38;Not found!;2,6%
415;https://www.villesavivre.fr/mours-95436;22,9%;12,6%;24,6%;17,8%;16,5%;5,2%;0,5%;14,3%;6%;27,1%;19,2%;15,7%;9,6%;8,1%;100%;6,24%;27660;22%;Not found!;Not found!;3040;-4,7%;492;1041;896;668;97;1;Champagne-sur-Oise (1,7 km);1;Champagne-sur-Oise (1,9 km);Beaumont-sur-Oise (2,6 km);Beaumont-sur-Oise (2 km);1;1;Beaumont-sur-Oise (1,5 km);Beaumont-sur-Oise (3,1 km);L'Isle-Adam (1,4 km);Beaumont-sur-Oise (1,3 km);Champagne-sur-Oise (2 km);Beaumont-sur-Oise (1,2 km);Beaumont-sur-Oise (2 km);Persan (2,5 km);Nointel (1,1 km);Beaumont-sur-Oise (1,9 km);Beaumont-sur-Oise (1,9 km);Presles (2,1 km);23,6;Nointel (1,3 km);Chambly à 4,8 km;Nerville-la-Forêt à 4,5 km;Champagne-sur-Oise à 2,9 km;Nointel à 2,2 km;Parmain à 4,6 km;Persan à 2,2 km;L'Isle-Adam à 3,3 km;Beaumont-sur-Oise à 2,9 km;Noisy-sur-Oise à 4,8 km;Presles à 2,6 km;2,7%;96,8%;0,5%;Not found!;9,8%;0,3%;4,8%;8,7%;24,5%;61,7%;5620;Mours;95260;7,41%;1 667;680;Not found!;8,6%
416;https://www.villesavivre.fr/triel-sur-seine-78624;21,2%;16,9%;19,9%;21,1%;14,3%;5,9%;0,7%;15,3%;4,7%;18,8%;17,5%;14,6%;13%;16,1%;98,24%;7,16%;28660;20,9%;3512;+5,91%;3801;+2,01%;505;712;815;748;76;7;6;8;4;Poissy (6,8 km);2;5;6;1;Verneuil-sur-Seine (2,4 km);Carrières-sous-Poissy (3,6 km);1;3;Vernouillet (1 km);1;Chanteloup-les-Vignes (2,3 km);26;4;Verneuil-sur-Seine (2,7 km);1;31,2;1;Médan à 3,1 km;Verneuil-sur-Seine à 3,5 km;Andrésy à 3 km;Boisemont à 4,5 km;Vernouillet à 2,9 km;Jouy-le-Moutier à 4,1 km;Vaux-sur-Seine à 4,3 km;Maurecourt à 4 km;Chanteloup-les-Vignes à 1,8 km;Carrières-sous-Poissy à 3,9 km;6,4%;91,9%;1,7%;Not found!;28,7%;4,4%;12,1%;14,5%;18,8%;50,2%;5197;Triel-sur-Seine;78510;4,68%;12 388;912;Not found!;32%
417;https://www.villesavivre.fr/longuesse-95348;16,2%;19,2%;14%;29,5%;14,9%;6,1%;0,2%;10,9%;3,3%;32,1%;18,7%;16,4%;10,6%;8%;100%;5,17%;30040;17,6%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Vigny (2,9 km);Vigny (1,8 km);2;Vigny (1,7 km);Meulan-en-Yvelines (6,7 km);Menucourt (5,5 km);1;1;Vigny (2,8 km);Cergy (6,2 km);Les Mureaux (9,3 km);Sagy (2,6 km);Vigny (1,9 km);Sagy (3,8 km);Vigny (1,7 km);Seraincourt (4 km);1;Vigny (1,7 km);Cergy (6,4 km);1;39;Us (5,2 km);Seraincourt à 4,2 km;Ableiges à 4,4 km;Gaillon-sur-Montcient à 4,2 km;Évecquemont à 5,1 km;Condécourt à 2,8 km;Frémainville à 4,2 km;Théméricourt à 3,6 km;Vigny à 2 km;Sagy à 3,2 km;Tessancourt-sur-Aubette à 4,1 km;5,7%;93,3%;1%;Not found!;15,5%;1,5%;4,7%;11,4%;18,6%;63,8%;4303;Longuesse;95450;-2,99%;520;61;Not found!;9,4%
418;https://www.villesavivre.fr/saint-clair-sur-epte-95541;24,7%;14,9%;19,8%;17,8%;11,4%;7,3%;4,1%;27,1%;5,6%;30%;19,3%;9,2%;5,5%;3,3%;97,72%;10,41%;22430;32,4%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Château-sur-Epte (2,5 km);Château-sur-Epte (2,6 km);Château-sur-Epte (2,6 km);Château-sur-Epte (2,5 km);Gisors (8,5 km);Gisors (8,6 km);1;1;Bray-et-Lû (8,6 km);Gisors (9,8 km);Trie-Château (11,4 km);Authevernes (7 km);2;Gisors (8,2 km);Magny-en-Vexin (8,9 km);Bray-et-Lû (8,9 km);2;2;Gisors (9 km);Château-sur-Epte (2,6 km);40,1;Gisors (10 km);Montreuil-sur-Epte à 5 km;Guerny à 2,1 km;Château-sur-Epte à 3,5 km;Noyers à 4,2 km;Parnes à 3,7 km;Vaudancourt à 4,6 km;Buhy à 2,3 km;Boury-en-Vexin à 4 km;La Chapelle-en-Vexin à 3,7 km;Authevernes à 5,1 km;12,2%;82,1%;5,7%;Not found!;35,2%;3,1%;9,2%;12,8%;25,5%;49,4%;4303;Saint-Clair-sur-Epte;95770;0%;986;81;Not found!;19,9%
419;https://www.villesavivre.fr/buhy-95119;25,5%;13,8%;23,3%;22,1%;11%;4%;0,3%;21,8%;6%;26,5%;19,7%;14,2%;6,8%;5%;100%;6,73%;23830;41,7%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Château-sur-Epte (2,9 km);Château-sur-Epte (3,2 km);Château-sur-Epte (3,1 km);Château-sur-Epte (2,9 km);Magny-en-Vexin (7,3 km);Magny-en-Vexin (7,7 km);Saint-Clair-sur-Epte (2,4 km);1;Bray-et-Lû (6,4 km);Gisors (11,9 km);Trie-Château (13,3 km);Magny-en-Vexin (7,2 km);Saint-Clair-sur-Epte (2,3 km);Magny-en-Vexin (7,1 km);Magny-en-Vexin (7,4 km);Bray-et-Lû (6,7 km);Saint-Clair-sur-Epte (2,3 km);Saint-Clair-sur-Epte (2,3 km);Gisors (11,1 km);Château-sur-Epte (3 km);41,8;Gisors (12 km);Saint-Gervais à 5,2 km;Ambleville à 4,7 km;Saint-Clair-sur-Epte à 2,3 km;Montreuil-sur-Epte à 2,7 km;Guerny à 4 km;Authevernes à 5,8 km;Château-sur-Epte à 3,2 km;La Chapelle-en-Vexin à 2,1 km;Parnes à 3,5 km;Omerville à 5,7 km;9,8%;81%;9,2%;Not found!;11,5%;0%;4,8%;18,5%;17,7%;58,9%;4303;Buhy;95770;-0,31%;322;47;Not found!;0,7%
420;https://www.villesavivre.fr/sevres-92072;19,6%;16,6%;20,9%;19,8%;14,7%;7%;1,4%;11%;4,7%;10,6%;13,1%;11%;15%;34,6%;93,72%;8,29%;33000;18,7%;5937;-1,98%;9215;+3,23%;672;752;1149;579;74;16;15;11;9;Saint-Cloud (2,6 km);7;8;6;2;1;Chaville (1,9 km);9;11;1;1;1;75;12;1;1;15,3;2;Garches à 3,2 km;Vélizy-Villacoublay à 4,2 km;Viroflay à 3,4 km;Meudon à 2,3 km;Ville-d'Avray à 2,4 km;Boulogne-Billancourt à 2,8 km;Saint-Cloud à 2,4 km;Chaville à 2 km;Issy-les-Moulineaux à 4,1 km;Marnes-la-Coquette à 3,3 km;4,1%;93,5%;2,4%;Not found!;44,6%;8,8%;22,6%;27,3%;17,9%;23,5%;5679;Sèvres;92310;-4,46%;22 618;5785;19,8%;Not found!
421;https://www.villesavivre.fr/maisons-laffitte-78358;19,4%;16,2%;20,6%;20,1%;13%;9,2%;1,5%;9,9%;4,2%;10,8%;12,5%;10,8%;16,4%;35,5%;92,57%;5,98%;35870;19,8%;5749;-1,94%;8318;-2,45%;411;726;1416;742;53;22;18;9;5;1;7;9;7;3;1;Montesson (2,7 km);2;7;1;1;2;65;12;1;1;20,5;1;Cormeilles-en-Parisis à 3,9 km;Sartrouville à 2,1 km;Montesson à 4 km;Le Mesnil-le-Roi à 3,6 km;Carrières-sur-Seine à 4,9 km;Houilles à 3,9 km;La Frette-sur-Seine à 3,1 km;Bezons à 5,3 km;Saint-Germain-en-Laye à 4,5 km;Achères à 5,2 km;6,7%;89,7%;3,7%;Not found!;39,3%;9,5%;16,2%;26,3%;19,7%;28,3%;5857;Maisons-Laffitte;78600;-1,66%;23 080;3419;26,3%;Not found!
422;https://www.villesavivre.fr/boissy-sans-avoir-78084;19,3%;17,6%;17,6%;27,4%;13%;4,5%;0,5%;16,9%;3%;18,9%;16,6%;14,9%;15%;14,7%;99,08%;6,6%;31120;11,4%;Not found!;Not found!;3372;-2,23%;501;595;511;384;56;La Queue-les-Yvelines (2,8 km);La Queue-les-Yvelines (2,8 km);La Queue-les-Yvelines (2,7 km);La Queue-les-Yvelines (2,8 km);Trappes (14,9 km);2;1;1;Montfort-l'Amaury (4,9 km);La Queue-les-Yvelines (2,3 km);Maurepas (11 km);La Queue-les-Yvelines (2,4 km);La Queue-les-Yvelines (2,3 km);La Queue-les-Yvelines (2,5 km);La Queue-les-Yvelines (2,8 km);Villiers-le-Mahieu (4,7 km);Garancières (1,1 km);La Queue-les-Yvelines (2,4 km);Beynes (6,9 km);1;42,6;Méré (2,4 km);Vicq à 2,2 km;Autouillet à 2,5 km;Saulx-Marchais à 4 km;Galluis à 2,6 km;Villiers-le-Mahieu à 4 km;La Queue-les-Yvelines à 3 km;Neauphle-le-Vieux à 4,5 km;Garancières à 2,9 km;Méré à 3,3 km;Auteuil à 2,6 km;6,5%;91,1%;2,4%;Not found!;11,4%;2,2%;4,7%;10,1%;19,8%;63,3%;4026;Boissy-sans-Avoir;78490;-1,72%;627;158;Not found!;7,7%
423;https://www.villesavivre.fr/arnouville-les-mantes-78020;21,9%;14,4%;21,9%;22,3%;14,2%;5,1%;0,3%;12,4%;4,8%;25,2%;20,5%;16,1%;11%;10%;97,1%;4,28%;29280;5,1%;Not found!;Not found!;2852;-3,42%;501;595;511;384;56;Septeuil (3,7 km);Septeuil (3,6 km);Septeuil (3,5 km);Septeuil (3,5 km);Mantes-la-Jolie (10,2 km);Mantes-la-Ville (6,4 km);1;1;Mantes-la-Ville (5,9 km);Mantes-la-Ville (5,9 km);Buchelay (8,2 km);Septeuil (3,6 km);1;Mantes-la-Ville (6,3 km);Septeuil (3,6 km);Villiers-le-Mahieu (6,8 km);Septeuil (3,1 km);Hargeville (3,2 km);Mantes-la-Jolie (8,6 km);1;51,3;Mantes-la-Jolie (8,2 km);Saint-Martin-des-Champs à 3,7 km;Breuil-Bois-Robert à 3,7 km;Septeuil à 3,7 km;Rosay à 2,7 km;Boinvilliers à 4,3 km;Hargeville à 2,6 km;Boinville-en-Mantois à 2,8 km;Vert à 4,3 km;Villette à 2,6 km;Goussonville à 3,7 km;6,3%;89,9%;3,7%;Not found!;12,8%;0,5%;1%;7,1%;19,5%;71,9%;4026;Arnouville-lès-Mantes;78790;0,97%;940;94;Not found!;3,4%
424;https://www.villesavivre.fr/gennevilliers-92036;22,5%;19,4%;21,3%;17,8%;12,9%;5,5%;0,5%;35%;4,5%;19,7%;17,1%;8,9%;6,8%;8%;90,83%;14,2%;17980;26,2%;4505;+0,2%;5338;-5,79%;402;1069;1788;1259;56;31;9;30;13;Clichy (3,2 km);17;14;13;3;1;2;1;39;5;3;12;173;28;1;2;10,3;2;Villeneuve-la-Garenne à 2,3 km;Clichy à 3,5 km;Saint-Ouen-sur-Seine à 4 km;Asnières-sur-Seine à 2,1 km;Enghien-les-Bains à 4 km;Saint-Gratien à 3,9 km;Épinay-sur-Seine à 2,7 km;Bois-Colombes à 2,8 km;L'Île-Saint-Denis à 2,4 km;Colombes à 3,7 km;3,8%;95,4%;0,7%;22,5%;Not found!;11,1%;20,8%;35%;24%;9,2%;9236;Gennevilliers;92230;5,91%;49 410;4245;8,7%;Not found!
