;url;Population 0-14 ans;Population 15-29 ans;Population 30-44 ans;Population 45-59 ans;Population 60-74 ans;Population 75-89 ans;Population 90 ans et +;Sans diplôme;Brevet des collèges;CAP / BEP;Baccalauréat, brevet professionnel;Bac +2 à Bac +4;Bac +3 ou Bac +4;Bac +5 et plus;Couverture en très haut débit;Taux de chômage;Revenu médian;Taux de création d'entreprises;Prix médian au m2 d'un appartement;Evolution du prix médian au m2 d'un appartement;Prix médian au m2 d'une maison;Evolution du prix médian au m2 d'une maison;Cambriolages;Vols automobiles;Vols de particulier;Violences physiques;Violences sexuelles;Médecin;Dentiste;Infirmier;Pharmacie;Urgences;Crèche;Ecole maternelle;Ecole élementaire;Collège;Lycée;Hypermarché;Supermarché;Epicerie;Station service;Bureau de Poste;Hôtel;Restaurant;Boulangerie;Cinéma;Bibliothèque;Aeroport;Gare SNCF;Voisin 0;Voisin 1;Voisin 2;Voisin 3;Voisin 4;Voisin 5;Voisin 6;Voisin 7;Voisin 8;Voisin 9;Logements vacants;Résidences principales;Résidences secondaires;Propriétaires;Locataires;1 pièce;2 pièces;3 pièces;4 pièces;5 pièces et plus;Crimes et délits;Nom;Code postal;Evolution du nombre d'habitants;Habitants;Densité;Part de maisons;Part d'appartements
198;https://www.villesavivre.fr/levallois-perret-92044;18,5%;20,3%;24,6%;17,3%;12,8%;5,7%;0,9%;12,2%;4%;9,9%;12,8%;10,5%;14,3%;36,3%;94,52%;7,13%;33400;17,7%;9322;-5,94%;Not found!;Not found!;516;1030;3135;841;56;60;65;30;21;1;23;15;13;5;1;2;17;29;2;3;15;565;38;1;3;12,3;1;Puteaux à 3,8 km;Paris 8e Arrondissement à 3,1 km;Clichy à 1,7 km;Courbevoie à 2,3 km;Saint-Ouen-sur-Seine à 3,8 km;La Garenne-Colombes à 3,3 km;Asnières-sur-Seine à 2,3 km;Neuilly-sur-Seine à 1,8 km;Paris 17e Arrondissement à 1,7 km;Bois-Colombes à 2,6 km;6,9%;89,5%;3,5%;38,9%;Not found!;16,7%;30,9%;26,7%;17%;8,7%;9726;Levallois-Perret;92300;7,16%;68 009;28220;0,8%;Not found!
199;https://www.villesavivre.fr/ponthevrard-78499;25%;12,3%;21,2%;23,9%;12,1%;5,5%;0%;10,6%;2,2%;22,7%;17,2%;20,3%;12,8%;14,3%;97,13%;4,37%;30200;16,7%;Not found!;Not found!;2784;-6,64%;467;474;643;315;67;Saint-Arnoult-en-Yvelines (2,7 km);Saint-Arnoult-en-Yvelines (3,1 km);Saint-Arnoult-en-Yvelines (3,4 km);Saint-Arnoult-en-Yvelines (3,3 km);Dourdan (7,1 km);Sonchamp (3,3 km);1;1;Saint-Arnoult-en-Yvelines (4 km);Dourdan (7 km);Dourdan (8,8 km);Saint-Arnoult-en-Yvelines (3,3 km);Saint-Arnoult-en-Yvelines (3,3 km);Saint-Arnoult-en-Yvelines (3,6 km);Saint-Arnoult-en-Yvelines (3,4 km);Dourdan (8,1 km);1;Saint-Arnoult-en-Yvelines (3,1 km);Saint-Arnoult-en-Yvelines (3,3 km);1;38,6;Dourdan (6,8 km);Sainte-Mesme à 2,9 km;Saint-Martin-de-Bréthencourt à 3,9 km;Rochefort-en-Yvelines à 7,1 km;Sonchamp à 5,1 km;Dourdan à 6,5 km;Longvilliers à 7,2 km;Ablis à 4,8 km;Saint-Arnoult-en-Yvelines à 3,2 km;Boinville-le-Gaillard à 6,6 km;Corbreuse à 7,3 km;3,2%;93,5%;3,2%;Not found!;4,4%;0%;1,3%;5,2%;13%;80,5%;3925;Ponthévrard;78730;11,9%;696;271;Not found!;0,4%
200;https://www.villesavivre.fr/amenucourt-95012;23,8%;12,4%;24,3%;22,9%;11,4%;5,2%;0%;17,4%;2,7%;34,2%;23,5%;12,1%;5,4%;4,7%;97,35%;8,82%;23960;4,3%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Bray-et-Lû (3,4 km);Gasny (4 km);Bray-et-Lû (3,6 km);Bray-et-Lû (3,4 km);Magny-en-Vexin (11,1 km);Gasny (3,7 km);Vexin-sur-Epte (1,4 km);Vexin-sur-Epte (1,4 km);La Roche-Guyon (3,3 km);Mantes-la-Jolie (12,9 km);Vernon (13,2 km);Gasny (3,3 km);1;Gasny (3,7 km);Gasny (3,8 km);1;Vexin-sur-Epte (1,4 km);Vexin-sur-Epte (1,5 km);Vernon (12 km);Vexin-sur-Epte (1,4 km);46,2;Bonnières-sur-Seine (9,4 km);Gommecourt à 5,9 km;La Roche-Guyon à 2,7 km;Bray-et-Lû à 3,8 km;Omerville à 6,4 km;Chérence à 3,1 km;Haute-Isle à 3,1 km;Moisson à 4,7 km;Chaussy à 4 km;Ambleville à 5,6 km;Gasny à 3,8 km;5,2%;83,5%;11,3%;Not found!;3,9%;0%;2,5%;18,8%;22,5%;56,2%;4303;Amenucourt;95510;-2,82%;207;24;Not found!;3,6%
201;https://www.villesavivre.fr/breancon-95102;16,1%;13,7%;18,8%;23,9%;22%;5,1%;0,5%;10%;5,9%;26,8%;19,5%;14,4%;14,6%;8,7%;100%;5,18%;30260;40,9%;Not found!;Not found!;2807;+3,96%;569;1162;612;339;63;Marines (2,5 km);Marines (2,9 km);Marines (3,2 km);Marines (3,3 km);Osny (9,2 km);Haravilliers (3 km);1;1;Marines (2,7 km);Osny (9,1 km);Osny (9 km);Marines (3,6 km);Marines (2,8 km);Marines (3,5 km);Marines (3,2 km);Marines (3,1 km);Grisy-les-Plâtres (2,6 km);Grisy-les-Plâtres (2,7 km);Cergy (11,3 km);Grisy-les-Plâtres (2,9 km);34,6;Santeuil (6,1 km);Cormeilles-en-Vexin à 4 km;Épiais-Rhus à 4,6 km;Frémécourt à 3,6 km;Le Heaulme à 2,6 km;Theuville à 3,5 km;Grisy-les-Plâtres à 2,6 km;Marines à 2,9 km;Haravilliers à 3 km;Neuilly-en-Vexin à 4,2 km;Chavençon à 4,8 km;4,4%;91,1%;4,4%;Not found!;13,5%;0%;1,2%;12,2%;16,5%;70,1%;4303;Bréançon;95640;11,17%;418;39;Not found!;5,6%
202;https://www.villesavivre.fr/montalet-le-bois-78416;17,8%;14,6%;16,5%;33%;12,1%;6%;0%;14,3%;4,3%;22,6%;15,7%;14,3%;13,9%;14,8%;98,69%;4,97%;30250;13,6%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Oinville-sur-Montcient (2,7 km);Oinville-sur-Montcient (2,7 km);Oinville-sur-Montcient (2,7 km);Oinville-sur-Montcient (2,3 km);Meulan-en-Yvelines (7,8 km);Oinville-sur-Montcient (2,3 km);1;1;Gargenville (6,5 km);Limay (9 km);Limay (8,5 km);Hardricourt (6,7 km);Seraincourt (3 km);Gargenville (6,5 km);Gargenville (6,7 km);Seraincourt (3,4 km);1;Oinville-sur-Montcient (2,7 km);Les Mureaux (8,5 km);Jambville (1,1 km);45,4;Juziers (6,4 km);Lainville-en-Vexin à 1,8 km;Oinville-sur-Montcient à 2,8 km;Sailly à 2,7 km;Drocourt à 4,5 km;Wy-dit-Joli-Village à 5,3 km;Brueil-en-Vexin à 2,8 km;Jambville à 1,4 km;Seraincourt à 3,7 km;Frémainville à 3,6 km;Aincourt à 4,9 km;7,5%;88,1%;4,5%;Not found!;5,1%;0%;3,4%;5,1%;13,6%;77,9%;4026;Montalet-le-Bois;78440;-0,62%;319;106;Not found!;1,5%
203;https://www.villesavivre.fr/l-etang-la-ville-78224;17,6%;14,9%;13,5%;25,9%;16,8%;10,1%;1,2%;6,4%;4,1%;8,5%;12,4%;12,1%;16,5%;40,1%;99,79%;6,02%;40020;24,4%;4508;+3,68%;6400;+6,47%;503;658;1305;643;58;2;2;5;1;Le Port-Marly (3,8 km);1;1;1;Saint-Germain-en-Laye (2,7 km);Saint-Germain-en-Laye (2,8 km);Saint-Germain-en-Laye (4 km);1;Noisy-le-Roi (1,8 km);Le Pecq (3 km);Marly-le-Roi (2,6 km);Louveciennes (3,9 km);3;1;Marly-le-Roi (2,7 km);1;27,1;2;Rennemoulin à 4 km;Noisy-le-Roi à 2,4 km;Le Port-Marly à 3,9 km;Mareil-Marly à 1,9 km;Le Pecq à 4,4 km;Louveciennes à 4 km;Bailly à 3,7 km;Chambourcy à 3,8 km;Marly-le-Roi à 2,3 km;Saint-Nom-la-Bretèche à 3,1 km;8,5%;88,7%;2,8%;Not found!;14,8%;4%;4,3%;14,4%;16,7%;60,5%;6224;L'Étang-la-Ville;78620;2,95%;4 673;869;Not found!;34,5%
204;https://www.villesavivre.fr/us-95625;19,9%;14,5%;20%;21,7%;15,4%;7%;1,5%;16,5%;6,8%;24,4%;19,2%;13,4%;11,1%;8,6%;93,99%;6,61%;27800;18,6%;Not found!;Not found!;2478;-27,31%;569;1162;612;339;63;2;Vigny (3,7 km);3;Vigny (3,8 km);Osny (9,2 km);Ableiges (2,9 km);1;1;Vigny (3,2 km);Cergy (7 km);Osny (9,3 km);Marines (4,7 km);Santeuil (2,4 km);Sagy (4,7 km);Vigny (3,8 km);Marines (4,7 km);2;1;Cergy (7,5 km);Le Perchay (1,9 km);38,8;1;Théméricourt à 4,2 km;Ableiges à 2,5 km;Vigny à 3,4 km;Gouzangrez à 3,7 km;Montgeroult à 4 km;Courcelles-sur-Viosne à 4,6 km;Santeuil à 2,7 km;Brignancourt à 4 km;Frémécourt à 3,3 km;Le Perchay à 2,6 km;5,7%;92,5%;1,8%;Not found!;16,4%;1,4%;7,7%;11,4%;21,2%;58,2%;4303;Us;95450;2,53%;1 338;122;Not found!;9,9%
205;https://www.villesavivre.fr/mousseaux-sur-seine-78437;19,9%;14,2%;17,3%;23,6%;17,4%;7,3%;0,3%;13,8%;4,4%;28,9%;20%;14%;10,6%;8,2%;94,26%;7,96%;26520;10%;Not found!;Not found!;2801;-4,89%;501;595;511;384;56;Freneuse (3,5 km);Freneuse (4,3 km);Vétheuil (3,9 km);Vétheuil (4 km);Mantes-la-Jolie (6,2 km);Saint-Martin-la-Garenne (1,8 km);1;Méricourt (2,3 km);La Roche-Guyon (3,7 km);Mantes-la-Jolie (6,7 km);Buchelay (8,2 km);Freneuse (4,3 km);La Roche-Guyon (3,6 km);Freneuse (4,4 km);Vétheuil (4 km);La Roche-Guyon (3,5 km);1;Freneuse (3,5 km);Mantes-la-Jolie (6,2 km);Moisson (2,8 km);50,9;Bonnières-sur-Seine (5,2 km);Gommecourt à 4,6 km;Méricourt à 2,5 km;Vétheuil à 4,4 km;Rolleboise à 5 km;Moisson à 2,2 km;La Roche-Guyon à 4,3 km;Saint-Martin-la-Garenne à 2,6 km;Freneuse à 2,9 km;Guernes à 4 km;Haute-Isle à 3,7 km;7%;87,3%;5,7%;Not found!;12,4%;1,8%;7%;12,8%;21,5%;56,8%;4026;Mousseaux-sur-Seine;78270;-0,44%;684;95;Not found!;5,2%
206;https://www.villesavivre.fr/villiers-le-sec-95682;25,4%;19,5%;20,5%;21,1%;7,6%;5,9%;0%;11,3%;8,3%;21,1%;18%;19,5%;10,5%;11,3%;100%;6,61%;24730;25%;Not found!;Not found!;Not found!;Not found!;492;1041;896;668;97;Belloy-en-France (2,8 km);Attainville (3,5 km);Écouen (4,6 km);Belloy-en-France (2,1 km);Gonesse (10 km);Moisselles (4,5 km);Belloy-en-France (2,2 km);Belloy-en-France (2,2 km);Montsoult (4,6 km);Luzarches (4,7 km);Moisselles (4,9 km);Luzarches (4 km);Le Mesnil-Aubry (2,6 km);Épinay-Champlâtreux (2,4 km);Belloy-en-France (1,9 km);Baillet-en-France (4,7 km);1;Belloy-en-France (2,1 km);Domont (6,3 km);Belloy-en-France (2,2 km);13,9;Villaines-sous-Bois (2,8 km);Villaines-sous-Bois à 2,2 km;Le Plessis-Gassot à 4,8 km;Le Mesnil-Aubry à 2,3 km;Belloy-en-France à 2,3 km;Lassy à 4,4 km;Jagny-sous-Bois à 4,2 km;Ézanville à 4,4 km;Mareil-en-France à 2,3 km;Épinay-Champlâtreux à 2,3 km;Attainville à 3,1 km;11%;89%;0%;Not found!;10,3%;0%;8,3%;12,5%;25%;54,2%;5620;Villiers-le-Sec;95720;7,1%;196;60;Not found!;10,1%
207;https://www.villesavivre.fr/montchauvet-78417;18,2%;14%;16,5%;25,6%;16,8%;8,4%;0,4%;10,9%;2,8%;20,9%;18,5%;16,1%;15,2%;15,6%;93,58%;4,98%;29740;11,5%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Septeuil (3,8 km);Civry-la-Forêt (2,8 km);Septeuil (3,8 km);Dammartin-en-Serve (1,4 km);Mantes-la-Jolie (12,4 km);Dammartin-en-Serve (1,5 km);Dammartin-en-Serve (1,4 km);Dammartin-en-Serve (1,4 km);Orgerus (7,8 km);Magnanville (9,3 km);Buchelay (10,8 km);Septeuil (4 km);Orvilliers (3,9 km);Longnes (4,4 km);Septeuil (3,9 km);Magnanville (10,8 km);1;Dammartin-en-Serve (1,4 km);Mantes-la-Jolie (12,5 km);Dammartin-en-Serve (1,5 km);56,9;Tacoignières (7,6 km);Courgent à 2,5 km;Dammartin-en-Serve à 2,2 km;Septeuil à 4,3 km;Mulcent à 2,4 km;Boissets à 4,6 km;Civry-la-Forêt à 3,1 km;Tilly à 4,1 km;Orvilliers à 4,3 km;Boinvilliers à 4,2 km;Flins-Neuve-Église à 3,6 km;14,3%;66,7%;19%;Not found!;8,9%;0,8%;0,9%;5,2%;24,2%;68,9%;4026;Montchauvet;78790;5,73%;295;37;Not found!;3,1%
208;https://www.villesavivre.fr/saint-martin-des-champs-78565;18,4%;14,1%;15,7%;23,6%;18,7%;8,9%;0,7%;14%;4%;22,8%;16%;16,5%;11,9%;14,7%;96,55%;6,71%;31820;47,4%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Septeuil (3,5 km);Septeuil (3,3 km);Septeuil (3,3 km);Septeuil (3,3 km);Aubergenville (12,7 km);Thoiry (5,6 km);Osmoy (1,3 km);1;Orgerus (4,1 km);Mantes-la-Ville (9,5 km);Buchelay (11,8 km);Septeuil (3,2 km);Septeuil (3,3 km);Orgerus (5 km);Septeuil (3,3 km);Villiers-le-Mahieu (4,2 km);Septeuil (3 km);Hargeville (1,7 km);Maule (10,3 km);Goupillières (3 km);50;Orgerus (5,8 km);Villiers-le-Mahieu à 4,8 km;Rosay à 4,5 km;Osmoy à 1,6 km;Flexanville à 3,1 km;Hargeville à 2,8 km;Septeuil à 2,8 km;Goupillières à 3,5 km;Prunay-le-Temple à 4,1 km;Arnouville-lès-Mantes à 3,7 km;Courgent à 4,8 km;6,8%;79,5%;13,7%;Not found!;4,8%;2,3%;2,3%;3,1%;23,4%;69%;4026;Saint-Martin-des-Champs;78790;-1,62%;304;49;Not found!;6,2%
209;https://www.villesavivre.fr/saint-martin-de-brethencourt-78564;19,8%;16,8%;20,9%;23,8%;12,6%;5,3%;0,8%;17,4%;4%;27,6%;16%;14,9%;8%;12%;93,08%;5,22%;26960;5%;Not found!;Not found!;Not found!;Not found!;467;474;643;315;67;Corbreuse (3,6 km);Corbreuse (3,6 km);Ablis (5,9 km);Corbreuse (3,9 km);Dourdan (6,7 km);Saint-Arnoult-en-Yvelines (6,7 km);1;1;Dourdan (6,4 km);Dourdan (6,6 km);Dourdan (8,1 km);Ablis (5,5 km);Corbreuse (3,9 km);Ablis (5,5 km);Ablis (5,8 km);Dourdan (7,3 km);1;Sainte-Mesme (3,8 km);Saint-Arnoult-en-Yvelines (6,6 km);Corbreuse (3,5 km);40,2;Dourdan (6,4 km);Chatignonville à 5,2 km;Saint-Arnoult-en-Yvelines à 6,6 km;Ablis à 5 km;Paray-Douaville à 7,2 km;Corbreuse à 4 km;Ponthévrard à 3,9 km;Dourdan à 6,2 km;Allainville à 5,3 km;Sainte-Mesme à 3 km;Boinville-le-Gaillard à 3,9 km;8,4%;85,2%;6,5%;Not found!;13,8%;0%;5,7%;13,3%;15,2%;65,9%;3925;Saint-Martin-de-Bréthencourt;78660;4,95%;678;41;Not found!;9%
210;https://www.villesavivre.fr/auteuil-78034;17,5%;14,7%;18,7%;26,8%;15,7%;6,5%;0,1%;14,7%;3,5%;21,8%;16%;15,6%;11,8%;16,5%;96,67%;4,41%;31850;14,1%;Not found!;Not found!;3891;+0,88%;501;595;511;384;56;Thoiry (3,6 km);Thoiry (4 km);Marcq (2,2 km);Thoiry (3,6 km);Aubergenville (13,1 km);Boissy-sans-Avoir (2,7 km);1;1;Saint-Germain-de-la-Grange (6,3 km);Villiers-Saint-Frédéric (4,7 km);Plaisir (10,4 km);Thoiry (3,3 km);Beynes (4,3 km);Thoiry (3,3 km);Thoiry (3,5 km);Thoiry (3,4 km);1;Thoiry (3,4 km);Beynes (4,5 km);1;41,7;Méré (4,1 km);Garancières à 4,8 km;Autouillet à 1,7 km;Beynes à 4 km;Neauphle-le-Vieux à 3,9 km;Vicq à 2,1 km;Villiers-le-Mahieu à 3,7 km;Marcq à 2,7 km;Boissy-sans-Avoir à 2,6 km;Saulx-Marchais à 1,5 km;Thoiry à 4 km;2,9%;94,9%;2,1%;Not found!;4%;0,9%;3,7%;7,3%;16,8%;71,4%;4026;Auteuil;78770;5,65%;991;225;Not found!;1,1%
211;https://www.villesavivre.fr/montgeroult-95422;13,3%;18,4%;16,8%;22%;20,6%;8,9%;0%;10,6%;5,7%;23,8%;17,4%;13,8%;13,8%;14,9%;93,63%;9,93%;30020;13%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Boissy-l'Aillerie (2,2 km);Boissy-l'Aillerie (2,2 km);Boissy-l'Aillerie (2,2 km);Boissy-l'Aillerie (2,2 km);Osny (5,3 km);Ableiges (1,3 km);1;1;Boissy-l'Aillerie (2,2 km);Cergy (4,3 km);Osny (5,4 km);Puiseux-Pontoise (4 km);Cormeilles-en-Vexin (2,9 km);Sagy (3,5 km);Cergy (4,6 km);Cergy (4,2 km);1;Boissy-l'Aillerie (2,2 km);Cergy (4,8 km);Ableiges (1,9 km);34,8;1;Ableiges à 2,5 km;Osny à 4,8 km;Frémécourt à 3,8 km;Génicourt à 3,9 km;Sagy à 5,1 km;Courcelles-sur-Viosne à 2,2 km;Us à 4 km;Puiseux-Pontoise à 3,1 km;Cormeilles-en-Vexin à 2,7 km;Boissy-l'Aillerie à 2 km;6,7%;86,6%;6,7%;Not found!;15,7%;1,5%;6,7%;15,8%;20,1%;55,9%;4303;Montgeroult;95650;-11,52%;338;68;Not found!;11,8%
212;https://www.villesavivre.fr/mezy-sur-seine-78403;19,6%;16,8%;18,6%;20,8%;16,2%;6,5%;1,6%;14,7%;5%;25,3%;20,9%;14,6%;9,2%;10,2%;74,11%;8,6%;28150;14,6%;2824;+101,43%;3656;+13,58%;292;547;822;1027;97;Juziers (2,1 km);Hardricourt (2,4 km);Juziers (2,1 km);Juziers (2,1 km);Meulan-en-Yvelines (3 km);Les Mureaux (2,8 km);1;1;Gaillon-sur-Montcient (2,7 km);Les Mureaux (4,6 km);Flins-sur-Seine (4,2 km);1;Juziers (2,2 km);Hardricourt (2,3 km);Meulan-en-Yvelines (2,9 km);Meulan-en-Yvelines (2,9 km);1;Juziers (2,1 km);Les Mureaux (3,2 km);1;41,6;Juziers (2,2 km);Oinville-sur-Montcient à 3 km;Seraincourt à 4,3 km;Flins-sur-Seine à 4 km;Gaillon-sur-Montcient à 3,5 km;Meulan-en-Yvelines à 3,2 km;Gargenville à 4,5 km;Les Mureaux à 3,6 km;Tessancourt-sur-Aubette à 4,3 km;Hardricourt à 1,6 km;Juziers à 2,2 km;5,6%;72,5%;21,9%;Not found!;18,1%;1,9%;7,6%;13,2%;19,7%;57,7%;6975;Mézy-sur-Seine;78250;8,29%;2 287;480;Not found!;12,7%
213;https://www.villesavivre.fr/sailly-78536;17,2%;14%;19,3%;25,4%;20,6%;3,4%;0%;12,5%;6,6%;27,3%;18,1%;13,3%;13,7%;8,5%;98,57%;6,16%;27200;27,8%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Guitrancourt (3,9 km);Oinville-sur-Montcient (4,6 km);Drocourt (2,6 km);Oinville-sur-Montcient (4 km);Meulan-en-Yvelines (9,7 km);Oinville-sur-Montcient (4 km);1;1;Limay (5,9 km);Limay (7 km);Limay (6,5 km);Guitrancourt (6,3 km);Fontenay-Saint-Père (3,1 km);Gargenville (6,6 km);Gargenville (6,2 km);Seraincourt (6,1 km);2;Drocourt (2,4 km);Mantes-la-Jolie (8,5 km);Brueil-en-Vexin (2,2 km);47,9;Gargenville (6,8 km);Fontenay-Saint-Père à 3,3 km;Brueil-en-Vexin à 2,3 km;Jambville à 4,1 km;Oinville-sur-Montcient à 4,3 km;Guitrancourt à 4,1 km;Montalet-le-Bois à 2,7 km;Saint-Cyr-en-Arthies à 4,2 km;Drocourt à 2,1 km;Aincourt à 3,6 km;Lainville-en-Vexin à 2,8 km;4,3%;78,5%;17,2%;Not found!;17,5%;2,2%;5%;15,2%;14,4%;63,1%;4026;Sailly;78440;-12,37%;340;62;Not found!;13,3%
214;https://www.villesavivre.fr/fremainville-95253;19,5%;13,5%;22,1%;22,7%;17,3%;4,2%;0,8%;11,1%;5,1%;20,2%;20,2%;15,9%;15,4%;12,1%;100%;6,2%;29030;10%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Seraincourt (3,4 km);Vigny (4,3 km);Avernes (2,1 km);Vigny (4,3 km);Meulan-en-Yvelines (7,7 km);Oinville-sur-Montcient (4,3 km);1;1;Vigny (4,5 km);Les Mureaux (10,2 km);Les Mureaux (10,2 km);Meulan-en-Yvelines (6,5 km);Avernes (2 km);Hardricourt (6,6 km);Vigny (4,4 km);Seraincourt (2,1 km);Avernes (1,9 km);Seraincourt (3,5 km);Les Mureaux (8,6 km);1;43,1;Hardricourt (7,1 km);Lainville-en-Vexin à 3,9 km;Avernes à 2,8 km;Vigny à 4,6 km;Théméricourt à 3,7 km;Montalet-le-Bois à 3,6 km;Seraincourt à 2,8 km;Longuesse à 4,2 km;Wy-dit-Joli-Village à 4,7 km;Gaillon-sur-Montcient à 4,5 km;Jambville à 2,5 km;4,4%;94,7%;0,9%;Not found!;20,3%;2%;3,4%;17%;14,2%;63,5%;4303;Frémainville;95450;4,09%;509;91;Not found!;16%
215;https://www.villesavivre.fr/montigny-le-bretonneux-78423;19,2%;19,4%;22,4%;20,6%;15,3%;2,8%;0,3%;9,1%;4,3%;15,3%;15,3%;15,3%;14,1%;26,6%;97,55%;5,85%;30040;18,6%;3905;-1,46%;4441;-5,15%;264;748;1135;822;86;30;40;15;10;Trappes (2,9 km);11;16;17;6;5;1;4;8;4;2;7;136;15;2;1;25;1;Élancourt à 5,1 km;Saint-Lambert à 5,4 km;Voisins-le-Bretonneux à 2,7 km;Magny-les-Hameaux à 4,6 km;Saint-Cyr-l'École à 3,9 km;Fontenay-le-Fleury à 4,4 km;Bois-d'Arcy à 2,9 km;Guyancourt à 3,5 km;Les Clayes-sous-Bois à 5,5 km;Trappes à 2,7 km;4,3%;93,5%;2,1%;Not found!;41,4%;10,4%;14,7%;23,6%;23,4%;27,9%;6402;Montigny-le-Bretonneux;78180;-3,67%;31 777;2728;29,2%;Not found!
216;https://www.villesavivre.fr/mulcent-78439;19,8%;14,4%;20,7%;29,7%;13,5%;0,9%;0,9%;13,3%;2,4%;32,5%;15,7%;12%;15,7%;8,4%;90,91%;5,19%;Not found!;23,5%;Not found!;Not found!;Not found!;Not found!;501;595;511;384;56;Septeuil (2,5 km);Septeuil (2,4 km);Orvilliers (2,3 km);Septeuil (2,6 km);Mantes-la-Jolie (13,4 km);Dammartin-en-Serve (3,8 km);Courgent (1,6 km);Courgent (1,6 km);Orgerus (5,5 km);Magnanville (10 km);Maulette (9,9 km);Septeuil (2,5 km);Orvilliers (2,3 km);Orgerus (6,5 km);Septeuil (2,6 km);Villiers-le-Mahieu (8,8 km);1;Septeuil (2,6 km);Mantes-la-Jolie (13 km);Orvilliers (2,3 km);54,7;Tacoignières (5,6 km);Boinvilliers à 4,7 km;Prunay-le-Temple à 2,6 km;Courgent à 2 km;Orvilliers à 2,8 km;Rosay à 4,3 km;Montchauvet à 2,4 km;Civry-la-Forêt à 3 km;Dammartin-en-Serve à 4,4 km;Septeuil à 2,6 km;Saint-Martin-des-Champs à 5 km;13,8%;84,3%;2%;Not found!;34,1%;0%;4,6%;20,5%;13,6%;61,3%;4026;Mulcent;78790;-2,75%;106;30;Not found!;11,5%
217;https://www.villesavivre.fr/brignancourt-95110;18,5%;13,7%;16,1%;22%;22,9%;6,3%;0,5%;11,7%;1,9%;19,5%;20,8%;16,2%;13%;16,9%;100%;3,84%;26750;16,7%;Not found!;Not found!;Not found!;Not found!;569;1162;612;339;63;Marines (2,5 km);Marines (3 km);Chars (2,4 km);Chars (2,4 km);Magny-en-Vexin (11,7 km);Marines (2,4 km);1;1;Marines (3,2 km);Cergy (10,9 km);Osny (12 km);Chars (2,1 km);Santeuil (1,6 km);Marines (2,4 km);Marines (2,7 km);Marines (2,8 km);Marines (2,1 km);Chars (2,4 km);Cergy (11,3 km);Santeuil (1,6 km);37,2;Santeuil (1,7 km);Santeuil à 1,5 km;Frémécourt à 4 km;Gouzangrez à 3,8 km;Chars à 2,3 km;Commeny à 4,3 km;Us à 4 km;Neuilly-en-Vexin à 4,6 km;Le Perchay à 2,8 km;Moussy à 2,6 km;Marines à 3 km;2,1%;94,8%;3,1%;Not found!;25,8%;3,2%;16,1%;11,8%;12,9%;55,9%;4303;Brignancourt;95640;10,4%;223;73;Not found!;19,4%
218;https://www.villesavivre.fr/andelu-78013;23,1%;13,9%;18,3%;26,3%;14,5%;3,6%;0,4%;12,9%;2,5%;23%;18,9%;17%;13,8%;11,9%;94,12%;4,62%;31040;15,4%;Not found!;Not found!;Not found!;Not found!;392;662;688;329;55;Thoiry (2,3 km);Thoiry (2,1 km);Thoiry (2,7 km);Thoiry (2,8 km);Aubergenville (8 km);Thoiry (2,8 km);1;1;Maule (3,9 km);Aubergenville (8 km);Flins-sur-Seine (9,6 km);Thoiry (2,6 km);Maule (4,2 km);Thoiry (2,6 km);Thoiry (2,8 km);Thoiry (2,8 km);Thoiry (2,7 km);Thoiry (2,8 km);Maule (4 km);1;44,2;Maule (4,2 km);Thoiry à 1,9 km;Mareil-sur-Mauldre à 4,7 km;Marcq à 2,8 km;Hargeville à 4,8 km;Autouillet à 5 km;Montainville à 3,2 km;Maule à 3 km;Villiers-le-Mahieu à 4,7 km;Goupillières à 3,3 km;Jumeauville à 2,9 km;5,5%;91,8%;2,7%;Not found!;11,2%;3%;1,2%;5,5%;19,2%;71,1%;3860;Andelu;78770;6,33%;504;127;Not found!;1,7%
